student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,risk_score
12943,14,male,public,no formal,2.7,89.5,yes,>60 min,no,online videos,64.3,59.2,59.7,57.5,d,80.0
3581,19,other,public,high school,5.0,85.3,yes,30-60 min,yes,online videos,67.4,69.3,58.9,65.8,d,27.61999999999999
7963,17,female,public,diploma,2.2,51.1,yes,15-30 min,yes,textbook,42.3,48.4,28.1,39.8,f,90.0
269,17,female,private,no formal,5.9,71.5,no,<15 min,no,textbook,54.6,94.8,53.4,69.4,d,23.659999999999982
9969,15,other,private,no formal,7.8,66.2,yes,30-60 min,yes,notes,84.7,100.0,77.4,88.7,b,2.4299999999999926
2463,16,male,private,high school,3.3,50.7,yes,<15 min,no,coaching,44.6,65.3,60.5,55.3,d,90.0
9461,14,male,private,high school,2.0,91.2,no,<15 min,yes,mixed,37.0,65.9,28.2,45.4,e,80.0
1016,19,other,private,diploma,0.6,92.4,yes,30-60 min,yes,mixed,41.9,28.3,30.1,32.2,f,80.0
10915,14,female,public,graduate,3.4,83.3,yes,>60 min,no,online videos,44.3,57.8,38.5,53.6,e,41.03999999999999
9276,18,other,private,no formal,3.6,90.4,yes,<15 min,no,coaching,81.4,64.5,68.8,62.4,d,31.36
12294,18,female,public,graduate,4.4,88.6,yes,<15 min,yes,online videos,70.6,67.4,75.1,74.8,c,17.72
13270,18,other,public,graduate,1.4,62.4,no,<15 min,yes,textbook,16.7,39.5,30.9,34.6,f,80.0
14906,16,female,public,no formal,7.6,99.8,yes,<15 min,yes,online videos,88.9,96.1,93.2,91.8,b,-0.980000000000004
7985,18,other,public,graduate,1.5,53.6,yes,30-60 min,no,group study,45.7,23.4,19.5,27.2,f,90.0
407,16,other,private,no formal,0.9,71.3,yes,<15 min,yes,mixed,48.3,26.2,38.3,31.9,f,80.0
7385,17,other,public,post graduate,3.9,78.1,yes,15-30 min,yes,group study,52.0,45.5,63.7,58.6,d,35.53999999999999
6050,15,other,private,no formal,5.2,71.8,yes,>60 min,yes,group study,74.5,69.4,71.7,69.1,d,23.989999999999995
6170,18,female,private,graduate,0.7,98.9,yes,30-60 min,yes,group study,40.0,70.8,63.4,51.1,e,80.0
7983,17,other,public,diploma,6.0,70.4,yes,30-60 min,yes,textbook,81.9,41.9,75.7,73.2,c,19.47999999999999
11269,19,male,private,high school,2.5,75.6,yes,>60 min,yes,notes,36.9,44.9,50.4,53.7,e,80.0
986,17,male,private,post graduate,1.1,68.0,no,15-30 min,yes,mixed,28.4,17.4,28.2,27.6,f,80.0
11796,19,female,private,phd,3.1,66.5,no,>60 min,yes,group study,47.5,40.9,44.1,47.1,e,95.0
4486,16,female,public,post graduate,1.0,66.9,no,30-60 min,no,mixed,46.2,35.4,46.0,38.4,f,80.0
8902,19,other,private,phd,3.6,90.2,yes,<15 min,no,online videos,58.7,72.3,75.8,66.8,d,26.519999999999996
2619,17,other,public,post graduate,6.0,69.4,yes,<15 min,yes,online videos,84.4,78.5,82.8,75.0,c,17.5
13760,14,female,private,diploma,2.0,98.6,yes,15-30 min,yes,mixed,71.9,82.8,74.6,61.2,d,80.0
13042,19,other,private,post graduate,2.3,74.6,no,>60 min,no,coaching,33.1,62.7,33.7,41.1,e,80.0
6290,18,female,private,diploma,5.9,86.8,yes,15-30 min,no,online videos,60.0,61.0,85.2,71.9,c,20.909999999999982
9604,15,female,private,graduate,2.4,98.7,yes,15-30 min,no,online videos,78.8,71.0,59.6,66.0,d,80.0
6929,18,other,public,no formal,4.2,74.6,yes,15-30 min,no,coaching,93.9,62.6,57.2,69.3,d,23.769999999999996
5369,17,female,private,phd,3.4,73.5,yes,15-30 min,no,notes,76.0,50.7,78.6,57.7,d,36.529999999999994
4622,19,male,private,phd,4.6,86.3,yes,15-30 min,no,mixed,65.9,71.9,72.5,73.7,c,18.929999999999993
9678,14,other,private,graduate,7.5,59.7,yes,15-30 min,no,notes,50.5,85.0,65.0,75.9,c,90.0
14349,19,female,private,high school,7.9,91.2,yes,30-60 min,no,group study,84.9,89.3,97.7,100.0,a,-10.000000000000014
11143,18,other,private,high school,2.7,59.2,no,>60 min,yes,notes,57.1,52.7,61.6,54.5,e,90.0
14720,17,female,private,high school,1.0,84.3,yes,30-60 min,yes,coaching,52.3,34.5,38.3,40.3,e,80.0
12844,17,female,private,diploma,5.8,81.5,no,30-60 min,no,textbook,72.3,99.6,100.0,85.2,b,6.279999999999987
11127,15,female,public,no formal,2.0,96.4,yes,>60 min,yes,mixed,37.0,50.1,37.0,45.6,e,80.0
7567,16,other,private,diploma,6.7,97.6,yes,>60 min,yes,notes,95.4,100.0,91.1,100.0,a,-10.000000000000014
12307,19,male,public,diploma,3.0,62.6,yes,>60 min,yes,mixed,56.2,67.8,44.8,58.5,d,35.64999999999999
4671,14,female,public,diploma,3.7,99.1,yes,>60 min,no,mixed,66.1,66.2,71.0,69.3,d,23.769999999999996
7659,17,other,private,post graduate,6.1,68.1,no,>60 min,no,mixed,89.1,79.1,90.9,85.2,b,6.279999999999987
1004,19,other,private,no formal,4.7,83.7,yes,<15 min,yes,mixed,62.3,69.7,90.4,66.5,d,26.849999999999994
10659,14,female,public,no formal,6.0,97.9,yes,15-30 min,no,online videos,85.1,87.9,90.9,88.5,b,2.6499999999999915
7505,18,male,public,high school,4.9,99.3,yes,15-30 min,yes,coaching,84.7,84.9,79.4,84.6,c,6.939999999999998
2467,15,other,private,no formal,5.7,98.6,no,15-30 min,yes,mixed,89.5,80.2,81.6,79.5,c,12.549999999999997
10131,15,female,private,post graduate,2.2,84.1,yes,>60 min,no,mixed,45.6,58.0,71.1,55.9,d,80.0
1940,15,female,private,graduate,7.0,59.5,yes,30-60 min,no,mixed,52.1,68.7,75.1,74.1,c,90.0
1636,17,other,public,graduate,5.0,69.2,yes,<15 min,yes,group study,73.9,70.9,74.0,71.3,c,21.569999999999993
9891,17,other,private,no formal,4.9,79.1,yes,15-30 min,yes,textbook,72.3,54.5,76.7,68.9,d,24.209999999999994
8096,15,female,public,post graduate,1.5,68.9,yes,>60 min,no,notes,36.0,62.5,16.9,31.4,f,80.0
6266,14,other,public,diploma,1.3,57.2,yes,<15 min,no,textbook,23.3,34.1,34.3,33.9,f,90.0
12720,16,other,public,graduate,2.1,81.3,yes,15-30 min,yes,group study,60.8,56.4,61.3,54.3,e,80.0
10284,17,female,public,post graduate,2.9,68.6,yes,>60 min,no,notes,65.5,45.6,48.7,47.7,e,80.0
1896,19,other,public,diploma,0.7,90.0,no,<15 min,yes,group study,37.8,42.0,58.4,39.1,f,80.0
14232,19,male,public,graduate,5.5,53.3,no,30-60 min,no,notes,73.7,63.6,68.1,72.4,c,90.0
13629,18,other,public,no formal,2.4,86.0,no,30-60 min,no,online videos,64.5,43.2,51.7,43.9,e,80.0
6525,15,female,private,post graduate,5.8,63.2,yes,30-60 min,no,notes,66.3,72.8,67.4,77.5,c,14.75
12433,17,male,public,post graduate,7.2,94.6,yes,>60 min,yes,mixed,95.1,87.1,95.1,100.0,a,-10.000000000000014
11591,14,other,public,graduate,7.3,72.3,no,<15 min,yes,group study,70.0,100.0,84.3,92.4,b,-1.6400000000000148
14699,15,female,public,phd,4.8,68.7,yes,15-30 min,no,mixed,78.1,67.6,72.2,70.5,c,22.44999999999999
1074,17,female,private,phd,3.4,98.5,yes,<15 min,no,mixed,58.1,45.7,66.5,60.3,d,33.67
5185,18,male,public,graduate,7.4,57.8,yes,<15 min,no,group study,76.3,84.5,89.5,79.2,c,90.0
2403,18,male,private,graduate,7.7,66.3,yes,15-30 min,yes,textbook,89.8,82.3,77.3,80.1,c,11.89
4896,16,male,public,diploma,5.9,76.0,yes,30-60 min,yes,coaching,75.6,75.7,61.8,80.1,c,11.89
7332,16,female,private,phd,2.9,66.6,no,>60 min,yes,group study,50.6,50.1,39.6,51.6,e,80.0
11405,19,female,private,graduate,7.5,82.3,yes,<15 min,yes,online videos,86.9,92.1,83.7,86.1,b,5.289999999999992
12230,16,other,private,phd,7.1,68.0,yes,>60 min,yes,mixed,75.3,100.0,92.9,92.3,b,-1.5300000000000011
9344,15,other,public,no formal,1.8,66.6,yes,<15 min,no,online videos,42.1,49.6,46.2,44.5,e,80.0
10638,16,male,private,diploma,2.5,75.2,yes,>60 min,no,group study,57.5,50.5,50.8,42.6,e,80.0
1957,17,male,public,graduate,2.1,68.4,yes,15-30 min,no,textbook,37.3,36.2,51.2,37.7,f,80.0
7024,18,other,private,high school,2.1,83.3,yes,>60 min,yes,textbook,31.9,49.2,47.5,42.0,e,80.0
12751,17,male,public,no formal,6.6,95.8,yes,>60 min,yes,notes,71.5,86.6,83.9,85.3,b,6.170000000000002
14063,17,male,private,diploma,3.7,81.4,no,15-30 min,no,mixed,75.9,62.1,78.0,69.4,d,23.659999999999982
14334,18,male,private,phd,5.7,55.9,yes,15-30 min,yes,group study,89.9,78.3,72.0,77.5,c,90.0
3908,19,other,private,high school,2.7,65.6,yes,<15 min,yes,coaching,41.2,35.2,68.4,48.8,e,80.0
808,14,female,private,post graduate,6.6,63.4,yes,>60 min,yes,textbook,78.1,85.6,83.7,80.0,c,12.0
8379,19,female,private,post graduate,1.4,65.5,yes,<15 min,no,mixed,13.6,0.0,25.8,28.8,f,80.0
14032,19,female,private,phd,7.0,57.7,yes,30-60 min,no,coaching,85.3,67.1,60.5,70.0,d,90.0
4828,17,male,public,graduate,4.8,57.2,yes,>60 min,no,coaching,50.5,62.7,61.1,56.4,d,90.0
14224,17,male,private,high school,4.9,59.4,yes,>60 min,no,mixed,83.8,78.9,67.6,70.8,c,90.0
13502,14,other,private,diploma,7.6,59.0,yes,<15 min,no,textbook,88.1,94.5,88.9,90.6,b,90.0
13700,19,other,public,high school,1.2,62.4,yes,30-60 min,yes,notes,42.8,21.1,17.3,25.0,f,80.0
4525,18,male,public,phd,6.3,59.0,yes,<15 min,yes,coaching,58.6,63.3,80.7,72.5,c,90.0
9500,14,female,private,post graduate,4.1,85.8,yes,>60 min,yes,textbook,63.1,80.0,73.5,72.8,c,19.92
2285,18,male,private,phd,2.7,76.6,yes,>60 min,no,online videos,51.4,49.6,67.9,58.8,d,80.0
5314,16,female,private,high school,3.0,62.1,yes,>60 min,yes,coaching,57.0,46.8,48.4,55.6,d,38.839999999999996
13599,19,male,public,phd,1.2,84.1,yes,30-60 min,no,notes,38.5,20.8,29.2,37.8,f,80.0
13059,15,male,public,post graduate,5.8,74.3,yes,15-30 min,no,textbook,89.8,91.5,94.3,77.6,c,14.64
758,16,other,public,phd,3.1,87.6,yes,15-30 min,no,coaching,77.0,77.4,67.1,59.8,d,34.22
12424,18,female,public,no formal,1.2,88.5,yes,15-30 min,no,coaching,58.5,59.0,36.6,47.5,e,80.0
4888,17,female,private,no formal,7.2,77.5,yes,<15 min,no,mixed,95.1,92.8,100.0,93.6,b,-2.960000000000008
3855,16,male,private,graduate,5.9,79.4,yes,15-30 min,yes,coaching,69.5,84.3,74.3,81.8,c,10.019999999999996
12459,16,male,private,phd,4.7,68.1,no,<15 min,no,mixed,65.0,67.1,76.9,63.3,d,30.370000000000005
10399,15,other,private,post graduate,7.9,51.7,yes,15-30 min,no,coaching,81.9,82.6,81.2,78.7,c,90.0
14537,16,other,private,graduate,5.1,86.8,yes,>60 min,yes,group study,59.4,76.1,75.6,73.9,c,18.709999999999994
3559,15,other,private,graduate,3.9,94.6,yes,30-60 min,yes,online videos,53.4,58.5,52.7,60.3,d,33.67
9773,18,female,private,phd,6.9,93.8,yes,>60 min,no,notes,85.9,88.8,86.2,84.0,c,7.599999999999994
962,16,female,public,phd,1.8,83.1,yes,30-60 min,no,mixed,35.4,54.9,21.6,39.3,f,80.0
3848,16,male,private,post graduate,5.4,86.7,no,15-30 min,no,coaching,83.4,87.2,90.0,87.3,b,3.969999999999999
6727,19,male,public,no formal,5.6,60.4,yes,30-60 min,yes,online videos,52.4,55.9,65.0,67.4,d,25.859999999999985
3576,18,female,public,graduate,7.8,92.1,no,<15 min,yes,notes,89.0,100.0,74.8,96.5,a,-6.150000000000006
9068,16,male,private,phd,6.6,54.4,yes,15-30 min,yes,notes,79.3,47.4,66.8,68.7,d,90.0
2419,15,male,public,post graduate,7.9,78.1,yes,15-30 min,no,coaching,83.7,93.6,100.0,96.9,a,-6.590000000000018
4199,19,female,private,high school,5.0,89.4,yes,>60 min,yes,group study,73.8,79.7,70.8,71.6,c,21.239999999999995
1002,18,female,private,phd,5.5,88.7,no,<15 min,yes,notes,100.0,84.8,69.0,84.0,c,7.599999999999994
5245,16,male,public,phd,4.3,83.9,yes,15-30 min,no,textbook,62.7,53.0,57.9,64.7,d,28.829999999999984
11577,18,other,public,diploma,2.5,72.4,yes,30-60 min,yes,notes,46.7,58.6,53.8,47.1,e,80.0
7120,17,male,private,diploma,6.4,51.2,yes,15-30 min,no,coaching,76.5,62.4,58.0,64.3,d,90.0
4067,19,male,public,phd,3.5,69.3,yes,<15 min,yes,mixed,44.5,55.0,66.5,48.9,e,95.0
2846,16,male,private,graduate,7.0,58.3,yes,<15 min,yes,coaching,85.8,71.9,90.8,79.9,c,90.0
9674,14,male,private,graduate,4.4,62.4,yes,30-60 min,yes,mixed,50.8,49.3,49.3,57.8,d,36.419999999999995
11494,15,other,public,post graduate,1.1,73.7,yes,>60 min,no,coaching,34.1,44.2,43.6,33.5,f,80.0
8850,17,male,public,no formal,5.4,75.5,yes,>60 min,no,coaching,64.6,82.1,98.2,83.3,c,8.36999999999999
5317,17,female,public,high school,5.7,93.9,yes,>60 min,yes,notes,100.0,91.6,87.6,87.7,b,3.529999999999987
10973,18,male,private,graduate,3.2,96.3,yes,>60 min,no,textbook,62.2,74.7,52.6,69.6,d,23.439999999999998
423,18,female,public,no formal,6.2,99.2,yes,15-30 min,yes,online videos,67.3,67.6,89.8,81.6,c,10.239999999999995
6716,16,other,public,no formal,4.7,53.0,yes,15-30 min,yes,online videos,41.6,57.9,53.3,50.9,e,90.0
11874,15,male,public,phd,5.6,80.8,yes,<15 min,no,online videos,88.4,66.0,75.9,74.9,c,17.609999999999985
4267,16,other,private,post graduate,4.6,52.3,yes,>60 min,yes,group study,62.8,85.2,71.8,66.3,d,90.0
7550,18,male,private,post graduate,3.1,66.0,yes,>60 min,no,mixed,32.8,44.9,21.8,41.6,e,95.0
6317,18,other,public,post graduate,6.9,99.0,no,15-30 min,yes,notes,71.2,86.8,86.8,85.0,b,6.499999999999986
2711,14,female,private,diploma,1.6,78.8,yes,30-60 min,no,textbook,35.8,39.7,34.7,40.7,e,80.0
8645,14,male,public,post graduate,0.8,75.8,yes,<15 min,yes,mixed,22.3,53.6,20.2,30.4,f,80.0
10590,18,male,public,high school,6.5,69.6,yes,>60 min,yes,online videos,91.9,70.6,71.4,79.0,c,13.099999999999994
8070,14,male,private,post graduate,7.3,91.2,yes,30-60 min,no,mixed,97.8,71.0,88.0,99.7,a,-9.670000000000016
10168,14,other,public,no formal,5.5,58.8,no,<15 min,no,group study,76.9,76.6,67.4,72.7,c,90.0
1658,19,other,private,no formal,6.8,84.1,yes,<15 min,no,coaching,100.0,100.0,100.0,95.4,a,-4.940000000000012
2542,19,male,private,high school,0.9,93.6,no,>60 min,no,textbook,41.3,41.8,43.4,41.2,e,80.0
6764,19,other,public,diploma,5.5,67.3,no,>60 min,no,notes,50.8,77.3,61.0,65.6,d,27.840000000000003
3076,18,female,private,post graduate,6.1,51.0,yes,>60 min,no,coaching,64.1,53.4,80.4,59.7,d,90.0
3165,14,other,public,graduate,3.3,90.5,yes,<15 min,no,mixed,69.1,44.3,40.3,57.4,d,36.86
11159,18,other,private,phd,5.3,83.3,yes,30-60 min,yes,online videos,84.9,69.6,78.4,70.0,d,23.0
2054,19,other,private,phd,8.0,74.2,yes,30-60 min,no,group study,100.0,91.9,85.2,100.0,a,-10.000000000000014
8480,17,other,private,no formal,7.9,63.7,yes,15-30 min,yes,mixed,98.1,100.0,82.8,94.9,b,-4.390000000000015
5738,19,female,private,diploma,3.2,64.6,yes,>60 min,yes,group study,60.2,66.9,41.7,56.5,d,37.849999999999994
3218,16,other,public,post graduate,5.0,59.4,yes,<15 min,yes,notes,50.3,80.4,72.7,67.8,d,90.0
12047,17,female,public,phd,1.8,55.2,yes,15-30 min,no,mixed,55.8,48.5,46.7,46.1,e,90.0
1448,19,other,private,post graduate,2.0,97.6,yes,15-30 min,no,notes,46.7,34.6,34.1,50.7,e,80.0
6010,14,other,private,diploma,6.0,53.2,yes,15-30 min,no,online videos,80.1,65.7,73.7,66.0,d,90.0
608,17,female,public,phd,5.5,58.5,no,<15 min,yes,notes,73.1,80.2,77.8,65.3,d,90.0
4553,14,female,private,diploma,5.0,77.1,yes,30-60 min,no,group study,64.0,66.6,71.2,71.2,c,21.679999999999993
1765,17,male,private,graduate,7.3,67.1,yes,30-60 min,yes,notes,76.1,67.8,73.0,82.8,c,8.920000000000002
9418,15,male,public,post graduate,6.7,99.4,yes,15-30 min,no,coaching,97.9,93.8,88.5,90.9,b,0.009999999999990905
9428,19,other,public,post graduate,4.2,68.5,yes,<15 min,yes,online videos,67.7,65.0,63.6,61.4,d,32.459999999999994
9222,19,female,public,phd,7.4,96.2,yes,<15 min,no,mixed,100.0,100.0,96.6,95.3,a,-4.829999999999998
2672,19,male,public,diploma,3.0,75.7,yes,30-60 min,no,textbook,71.1,80.3,64.5,64.1,d,29.489999999999995
6520,14,other,private,phd,5.4,83.5,yes,30-60 min,no,group study,76.4,59.0,61.8,72.2,c,20.579999999999984
3963,17,female,public,phd,3.6,82.7,no,30-60 min,yes,mixed,84.2,68.0,61.8,67.7,d,25.529999999999987
12735,15,female,public,diploma,4.5,55.0,yes,15-30 min,no,coaching,62.3,60.4,58.2,67.4,d,90.0
13123,16,other,private,phd,3.0,78.1,yes,<15 min,yes,notes,35.1,70.1,26.3,46.6,e,95.0
3178,15,female,private,high school,4.6,54.1,yes,15-30 min,no,notes,41.2,51.6,76.8,55.4,d,90.0
3723,18,male,private,no formal,7.4,58.5,yes,30-60 min,no,notes,69.1,64.2,97.3,73.4,c,90.0
4907,15,other,private,post graduate,4.4,99.0,yes,30-60 min,no,coaching,90.1,74.5,72.5,80.4,c,11.559999999999988
13713,18,female,public,graduate,4.4,57.8,no,15-30 min,yes,online videos,39.3,56.8,61.9,54.5,e,90.0
7264,19,male,private,phd,2.0,83.8,no,30-60 min,no,group study,60.6,54.9,53.8,53.9,e,80.0
13700,19,other,public,high school,1.2,62.4,yes,30-60 min,yes,notes,42.8,21.1,17.3,25.0,f,80.0
5055,14,male,private,graduate,1.4,81.3,yes,30-60 min,yes,mixed,58.6,54.2,63.4,51.5,e,80.0
9668,18,male,public,phd,1.3,96.6,yes,>60 min,no,group study,47.3,42.5,53.6,49.5,e,80.0
11089,14,female,private,no formal,5.4,73.4,yes,15-30 min,no,notes,79.4,53.4,73.1,73.6,c,19.040000000000006
809,16,female,public,no formal,7.7,98.7,yes,>60 min,yes,mixed,100.0,93.0,100.0,100.0,a,-10.000000000000014
9171,17,male,public,graduate,7.4,55.2,yes,<15 min,yes,notes,96.8,100.0,71.2,86.5,b,90.0
10656,19,male,private,high school,0.9,74.7,no,30-60 min,no,textbook,40.6,19.5,48.5,40.0,e,80.0
726,14,male,private,phd,4.1,65.1,yes,>60 min,yes,online videos,57.5,44.8,58.2,51.7,e,43.129999999999995
10694,18,female,private,graduate,6.7,84.2,yes,>60 min,yes,textbook,83.8,74.1,84.7,86.9,b,4.409999999999982
11555,18,other,private,graduate,3.7,60.0,yes,>60 min,yes,group study,59.1,50.2,40.0,47.2,e,95.0
7702,16,male,public,no formal,3.2,87.8,yes,30-60 min,yes,coaching,62.8,64.5,81.1,67.5,d,25.75
1217,17,male,private,post graduate,2.5,61.9,yes,15-30 min,yes,notes,30.1,30.0,46.2,36.0,f,80.0
4052,16,female,public,diploma,6.4,52.2,yes,30-60 min,yes,coaching,69.8,57.1,67.5,77.0,c,90.0
2198,19,female,public,phd,5.6,91.0,yes,>60 min,yes,textbook,75.6,70.2,82.8,81.0,c,10.899999999999991
14192,15,female,private,graduate,2.0,59.5,yes,30-60 min,yes,textbook,43.8,44.5,29.5,39.5,f,90.0
2807,15,other,public,no formal,7.4,94.5,yes,>60 min,no,mixed,100.0,81.7,94.6,97.2,a,-6.920000000000016
8971,17,female,private,high school,6.2,77.1,yes,30-60 min,no,mixed,86.2,81.7,85.4,78.0,c,14.199999999999989
973,16,other,public,no formal,7.0,65.5,no,<15 min,yes,mixed,71.5,90.9,79.1,74.0,c,18.599999999999994
11003,17,male,public,graduate,5.0,76.4,no,<15 min,yes,notes,58.5,69.6,57.9,62.0,d,31.799999999999997
5635,18,male,public,phd,7.6,58.2,no,<15 min,no,group study,78.1,74.1,94.1,78.9,c,90.0
13705,17,female,public,phd,1.8,87.0,yes,>60 min,no,textbook,60.5,71.1,52.7,57.1,d,80.0
7484,15,male,public,phd,4.7,56.0,no,15-30 min,yes,coaching,59.2,56.7,34.0,53.5,e,90.0
2124,17,male,public,post graduate,7.9,54.3,yes,30-60 min,yes,online videos,86.8,91.0,81.4,92.2,b,90.0
8791,17,other,public,no formal,4.7,89.1,yes,>60 min,no,online videos,78.7,62.4,68.1,76.2,c,16.179999999999993
11534,16,female,private,no formal,5.6,58.8,yes,30-60 min,yes,notes,52.5,83.8,38.6,65.5,d,90.0
225,18,male,private,post graduate,6.0,80.6,yes,15-30 min,yes,textbook,85.5,91.5,82.8,77.4,c,14.859999999999985
13842,18,other,public,high school,3.8,58.3,yes,<15 min,no,notes,43.0,48.3,50.4,47.8,e,90.0
14449,17,male,public,diploma,4.7,76.9,yes,<15 min,yes,group study,73.9,75.0,63.9,68.5,d,24.64999999999999
14587,18,other,private,diploma,7.8,84.9,yes,15-30 min,no,group study,93.0,66.8,100.0,89.0,b,2.0999999999999943
9033,17,male,private,phd,1.0,69.8,yes,<15 min,yes,notes,25.9,35.3,45.3,43.3,e,80.0
1815,19,male,public,graduate,5.6,65.3,yes,<15 min,no,coaching,85.1,55.1,83.0,80.5,c,11.449999999999989
13002,19,female,public,post graduate,7.8,98.5,yes,<15 min,yes,mixed,96.4,100.0,95.6,100.0,a,-10.000000000000014
1107,15,other,private,post graduate,6.4,96.2,yes,>60 min,no,textbook,83.2,76.6,83.0,81.6,c,10.239999999999995
125,19,male,private,high school,7.5,77.8,no,<15 min,no,mixed,100.0,100.0,76.9,87.1,b,4.189999999999998
3247,18,other,public,phd,4.6,66.3,yes,15-30 min,no,online videos,74.6,78.4,77.4,71.8,c,21.019999999999996
13381,17,male,private,high school,1.4,66.9,yes,>60 min,yes,textbook,30.4,37.8,73.9,40.2,e,80.0
2932,18,male,private,post graduate,6.8,77.4,yes,<15 min,no,group study,78.8,94.1,93.0,86.8,b,4.519999999999996
13568,14,other,private,post graduate,3.6,87.3,yes,<15 min,yes,group study,67.9,59.0,86.6,58.2,d,35.97999999999999
14039,14,male,public,phd,3.7,85.0,yes,15-30 min,no,mixed,59.2,59.1,57.1,56.6,d,37.739999999999995
12318,14,female,private,phd,3.2,52.2,yes,<15 min,yes,textbook,28.0,39.3,38.8,39.2,f,90.0
14617,18,other,private,post graduate,2.9,88.5,yes,30-60 min,yes,notes,52.9,68.6,37.2,57.6,d,80.0
2972,14,other,private,diploma,4.4,56.7,yes,<15 min,no,notes,55.7,49.3,66.0,60.4,d,90.0
2018,18,other,private,diploma,4.0,91.6,no,<15 min,yes,textbook,41.9,62.3,74.7,65.9,d,27.50999999999999
7416,18,female,public,graduate,5.8,61.3,no,<15 min,yes,group study,87.6,82.0,81.3,80.3,c,11.670000000000002
2416,16,male,public,no formal,4.7,84.4,yes,30-60 min,yes,notes,74.8,73.0,56.6,62.9,d,30.810000000000002
12783,17,female,private,post graduate,5.2,57.9,yes,30-60 min,no,group study,86.7,71.3,73.9,73.8,c,90.0
3097,15,female,private,high school,3.2,84.5,yes,15-30 min,yes,group study,59.8,65.2,52.0,54.2,e,40.379999999999995
1610,14,other,private,no formal,3.7,78.4,no,15-30 min,no,notes,45.7,61.6,35.0,53.9,e,40.709999999999994
718,16,other,private,post graduate,6.0,86.0,no,>60 min,yes,textbook,60.8,66.1,76.3,74.7,c,17.829999999999984
3562,15,other,private,high school,0.5,79.3,yes,>60 min,yes,notes,29.9,29.9,42.2,38.5,f,80.0
9209,16,male,private,graduate,6.6,99.1,yes,15-30 min,yes,group study,100.0,100.0,87.4,100.0,a,-10.000000000000014
11758,18,other,private,high school,5.1,94.6,no,15-30 min,yes,group study,100.0,90.1,79.0,84.3,c,7.269999999999996
13626,16,other,private,diploma,5.2,66.0,yes,<15 min,yes,mixed,63.4,51.3,68.3,62.2,d,31.58
12894,18,other,public,no formal,6.9,61.1,yes,<15 min,no,notes,80.6,72.7,85.8,77.9,c,14.309999999999988
12663,14,other,public,high school,5.8,84.7,yes,30-60 min,yes,mixed,76.7,84.4,90.4,84.3,c,7.269999999999996
6783,16,male,public,no formal,1.9,72.9,yes,30-60 min,no,mixed,27.9,47.5,47.2,51.9,e,80.0
10153,16,other,public,diploma,3.2,58.1,yes,15-30 min,no,online videos,29.1,63.2,50.4,42.1,e,90.0
1049,18,female,public,post graduate,7.0,50.1,yes,>60 min,yes,group study,88.5,98.0,74.4,81.6,c,90.0
9550,14,other,public,post graduate,4.6,87.5,yes,30-60 min,no,online videos,81.1,87.1,69.2,74.0,c,18.599999999999994
11619,16,female,private,high school,3.3,65.5,yes,<15 min,no,mixed,43.3,46.1,40.6,48.5,e,95.0
8308,16,female,private,high school,4.2,55.5,yes,>60 min,yes,online videos,59.6,57.1,63.1,57.5,d,90.0
10288,19,male,private,phd,5.7,66.6,yes,<15 min,yes,textbook,85.6,76.9,75.3,69.6,d,23.439999999999998
7906,19,female,private,high school,2.9,82.8,yes,<15 min,no,notes,60.1,60.9,68.1,55.6,d,80.0
9994,15,female,private,high school,7.8,65.7,yes,<15 min,no,coaching,88.4,87.0,82.9,88.7,b,2.4299999999999926
10339,19,female,public,graduate,6.3,94.2,yes,15-30 min,yes,online videos,79.8,84.6,99.4,84.3,c,7.269999999999996
5579,16,female,public,graduate,1.3,88.8,no,15-30 min,no,textbook,51.8,41.6,40.8,43.3,e,80.0
13835,14,male,public,no formal,7.8,54.0,yes,15-30 min,no,textbook,79.6,76.1,96.2,89.7,b,90.0
1621,15,other,private,phd,0.8,78.8,no,>60 min,yes,mixed,67.4,30.4,32.0,38.4,f,80.0
6549,17,other,private,diploma,6.3,71.6,no,30-60 min,yes,group study,88.9,70.7,54.5,72.7,c,20.029999999999987
7382,14,female,public,diploma,6.7,92.2,yes,15-30 min,no,textbook,100.0,74.9,81.3,82.8,c,8.920000000000002
4781,19,male,public,diploma,5.8,55.3,yes,>60 min,yes,textbook,65.6,79.8,82.0,68.4,d,90.0
11143,18,other,private,high school,2.7,59.2,no,>60 min,yes,notes,57.1,52.7,61.6,54.5,e,90.0
14839,15,female,public,phd,7.7,76.7,no,15-30 min,yes,textbook,89.3,97.2,79.3,93.0,b,-2.3000000000000114
3793,15,female,public,graduate,7.8,83.5,no,30-60 min,no,coaching,90.6,68.8,97.9,87.5,b,3.749999999999986
13760,14,female,private,diploma,2.0,98.6,yes,15-30 min,yes,mixed,71.9,82.8,74.6,61.2,d,80.0
2942,19,other,public,phd,7.2,59.0,yes,15-30 min,no,online videos,84.0,72.0,92.0,84.0,c,90.0
5696,14,female,public,phd,7.6,99.7,yes,<15 min,yes,mixed,87.8,91.9,100.0,100.0,a,-10.000000000000014
6402,18,other,private,post graduate,6.2,63.7,yes,15-30 min,yes,group study,58.7,72.6,59.3,75.1,c,17.39
14457,19,other,public,phd,6.3,75.5,yes,30-60 min,no,textbook,71.0,73.0,70.5,74.8,c,17.72
